nama_outlet|nomor_XL|alamat|kecamatan|member/cvs|no_cvs|sd|site
ALKAUTSAR|087771460422|DS. KARANG SERANG TOKO INDA RT 004/002,PERMANENT,kab. tangerang|TIGARAKSA|ALKAUTSAR||085921261200|cikupa
AMELIA|087880291723|JL. RAYA KRONJO RT 05/01,PERMANEN,TANGERANG|KRONJO|AMELIA||085921261200|cikupa
AMELIA|087771465820|BUKIT GADING CISOKA BLOK B27 RT 05/05,MOBILE,TANGERANG|KRONJO|AMELIA||085921261200|cikupa
AMELIA|085920072125|JL. RAYA KRONJO RT 05/01,,kab. TANGERANG|KRONJO|AMELIA||085921261200|cikupa
AMELIA|085920072121|JL. RAYA KRONJO RT 05/01,,kab. tangerang|KRONJO|AMELIA||085921261200|cikupa
AMELIA|08170748285|JL. RAYA KRONJO RT 05/01,PERMANEN,kab. tangerang|KRONJO|AMELIA||085921261200|cikupa
416 CELL|087897633416|KP SAMPORA KEC CISAUK,,TANGERANG|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
415 CELL|087897633415|PAMULANG PERMAI II BLOK F 31,,TANGERANG|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
MAYA CELL|087889290076|Kp. Sampora, Pagedangan,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
STRONG CELL|087886499528|Jl. Pondok Kacang,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
YOGA CELL|087886499338|Kp. Jatake,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
BIG MOM CELL|087886499266|Gsa Blok D 1 No 21 Suradita Cisauk Tangerang Selatan,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
REGINA CELL|087886497088|Jl. Suradita Rt 01/01Cisauk,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
RICKY CELL|087886495203|Jl. Rancamayon Cibogo cisauk,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
SYAMSUL CELL|087886495041|Gsa Blok E 6 No 28 Rt 01/05 Cisauk Tangerang Selatan,,Tangerang,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
PAUL98 CELL|087885787740|JL. CISAUK KEC CISAUK,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
BINTANG CELL|087885787542|Jl. Cisauk kec cisauk,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
3 PHONE CELL|087885783362|Jl.raya parung panjang  km 2 depan Dealer Yamaha legok,,kab. Tangerang|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
ZIHAN CELL|087885783293|JL. CISAUK KEC CISAUK,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
SITI CELL|087880293769|Jl. Kp. Cirende,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
RAJAWALI CELL|087880293710|KP. SERPONG RT 002/001 KEC SERPONG,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
SPECY CELL|087815870401|KP CISAUK KEC CISAUK,,TANGERANG|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
DEANS CELL|087785473704|karet cadas Sepatan,,TANGERANG|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
CHAR CELL|087785473701|jalan sukabakti Tangerang,,TANGERANG|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
CUTI CELL|087785471080|KP.PASANGGRAHAN DS.PASANGGRAHAN KEC.SOLE,,TANGERANG|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
CKP- YOGA CELL|087785471078|kp.bojongan,,TANGERANG|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
CITY CELL|087785471046|kp.bitung ds.kadu jaya curug tangerang,,TANGERANG|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
CHALISA CELL|087774032281|Griya Suradita Indah Blok B 1/16 Cisauk,,Tangerang,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
NIAGA CELL|087774031900|Griya Serpong Asri Blok B 3/6 Kel Suradita,,Tangerang,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
BELA CELL|087774031873|Bermis Jl Melati Raya A3 Rt 03/04 Cisauk,,Tangerang,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
RR CELL|087774031869|Jl. Perum Suradita Sindur Raya No. 15 RT 02/04,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
NISSA CELL RMPN|087774031840|JL.SURADIT,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
KILAT CELL CSK|087774031837|Kp Cisauk Rt 01/04 Desa Situ Gadung Cisauk, Tangerang,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
SISY CELL|087774031780|Kp Cibelut Rt 01/01 Cisauk ,,Tangerang,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
NUNU CELL|087774031778|Kp Cisauk Rt 03/04 Pagedangan ,,Tangerang,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
RAJAWALI 1 CELL|087772382409|JL.raya cisauk rt.002 rw.002 depan amprak pasir,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
JONI CELL|087772382261|Jl. Terubus I Rt. 03/04 Pamulang,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
SISKA 1 CELL|087772350581|Jl Serpong Utara Kamurang Atas Rt 04/01 Pakualam Tangerang Selatan,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
EZA CELL|087772350313|Lengkong Kulon Pagedangan Tangerang Selatan,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
TANIA CELL|087772350028|Kp Nengnong Rt 05/02 Kec Cisauk Tangerang Selatan,,Tangerang,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
STAR CELL|087771668338|Kp. Ciater 4 Rt. 04/02 Serpong,,Tangerang,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
OCTOPUS CELL|087771581048|Kp Pageur Haur Rt 01/01 Kec Pagedangan Tangerang Selatan,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
AYU CELL|087771581005|Kp. Kadusirung RT 01/01 Pagedangan Tangerang Selatan,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
HENDY CELL|087771581004|Cisauk Legok Komp. Griya Parahita,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
MEBBI CELL|087771566943|JL. CISAUK KEC CISAUK,cicayur depan pesantren darul hikmah,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
PIU CELL|087771565218|Jl. Raya Cisauk Legok,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
ADAM CELL|087771565142|Kp cihuni,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
BIO CELL|087771564578|Jl. Pagedangan,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
GRACE 2 CELL|087771465707|Kp Cibelut Rt 03/01Cisauk ,,Tangerang,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
ANTON CELL|087771404290|Prapatan Asem Cisauk,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
MALA CELL|087771404063|JL. CISAUK KEC CISAUK,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
PUTRA CELL|087771402970|JL. CISAUK KEC CISAUK,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
CLARA CELL|087771400549|JL. BARU SURADITA RT 02/01 CISAUK,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
WIDYA CELL|087771399219|JL. CISAUK KEC CISAUK,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
SMASH CELL|087771014940|KP. NAGREG RT.001/01 TAMPORA PAGEDANGAN,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
LUTFI CELL|085921264750|Jl. Pagedangan Kp. Cicayur RT 01/01,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
PUSAT CELL|085921264687|Kunciran Rt 001/005 Kunciran Pinang,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
JOGJA CELL|085921263645|Jl,raya bonex legok Bakul Rt 01/03,,Kab. Tangerang|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
GALAXY CELL|085920072233|JL RAYA MALANGNENGAH PABUARAN RT 02/02,,Kab. tangerang|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
NIAGA CELL|085920072148|,,|CISAUK|ANDRIANSYAH|087883555567|085921261415|cikupa
KEVIN CELL|081932426748|Jl Suka damai No.90 Rt01/04,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
KDS CELL|081908336505|Kp. Kadusirung RT 002/01 D3, Kadusirang,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
D CELL|081908335466|Jl. Raya Suradita Cisauk Tangerang,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
TRI U CELL|081908335226|Jl. Raya Cisauk  Asem Kp. Cibelun No. 8 Cisauk,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
RAMA CELL|081908335216|Jl. Perum Suradita RT 01/04,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
SISKA 2 CELL|081908333058|Kp.Kedokan 06/02 Cibogo Cisauk,,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
RAHAYU CELL|081908296065|Kampung Sampora RW 03 / RW 04,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
WISNU CELL|081905689750|Jl. Kh Ahmad Dahlan Cireunde,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
NIZAR CELL|081905687943|Jl.parung panjang km 5 pas prapatan jaha,,tangerang|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
KOBOY CELL|081808833613|jl raya cisauk lapan_ kp cibadak rt01/02,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
MAIL CELL|081806613257|KP KADISURUNG KEC CISAUK,,TANGERANG|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
SISKA II CELL|081806613228|KP SAMPORA KEC CISAUK,,TANGERANG|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
RAFFI CELL|081806613223|GRIYA SERPONG ASRI BLOK B 3 NO 6,,TANGERANG|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
RAFI JAYA CELL|081806613222|PERUM SURADITA BLOK B 1 NO 15,,TANGERANG|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
DIU 1 CELL|081806613173|JEMBATAN LIMA TAMBORA,,TANGERANG|CISAUK|ANDRIANSYAH|087883555567|085921261213|cikupa
IRMANIA CELL|081806610082|KP.BABAKAN TENGAH RT 01/02 LEGOK,SMALL,Kab. Tangerang|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
CISAUK CELL|081806200393|Jl.Raya cisauk_samping tkng kembang,Jl.Raya cisauk_samping tkng kembang,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
KFC CELL|081806200343|Cisauk,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
GHINA CELL|081806082004|Suradita,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
MITRA CELL|08179183153|Jl. Cisauk,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
GRACE CELL|08176094734|Kp. Jaha rt 02 rw 05,,kab. Tangerang|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
SKY 1 CELL|08176084798|Jl cisauk raya no 9_ depan indomart,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
SABANA CELL|08176084779|jalan raya cisauk depan kecamatan cisauk,,Kota Tangerang Selatan|CISAUK|ANDRIANSYAH|087883555567|085921261400|cikupa
IBRA CELL|087897633382|kp.gembong kec.balaraja,,TANGERANG|-|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
FATHIYA CELL|087887724596|KP.SUKA BAKTI RT02/12,,Tangerang|KELAPA DUA|ANGGA AGUSTIAWAN|085966690555|085921261400|cikupa
JYT-MONAS CELL|087887724503|KP. BANOGA RT 02/02,PERMANEN,TANGERANG,PERMANEN,TANGERANG|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
CSK-AMELIA CELL|087887724498|KP. TALAGA RT 01/02 KEL. SELAPAJANG,PERMANEN,TANGERANG|CISOKA|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-AVIF CELL|087887724491|PERUM. TAMAN CIKANDE BLOK C5 NO.4,PERMANEN,TANGERANG|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-SRI DANU CELL|087887721274|JL. RAYA SERANG KP. SEMPUR RT 09/002,PERMANENT,kab. tangerang|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-AJI CELL|087887721270|KP. JENGGOT RT 03/01 KEC. MEKAR BARU,PERMANENT,kab. tangerang|BALARAJA|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
CSK-ALPHA CELL|087885782416|JL.RAYA CISOKA TAMAN ADIYASA RT 01/03 PEREMPATAN CENGKUDU,PERMANEN,TANGERANG|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-PARIS CELL|087884214588|JL.RAYA SERANG KM.30 KEL.GEMBONG,PERMANEN,TANGERANG|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
FAIS.CELL|087880294009|JL.RAYA SERANG RT 04/01 JAYANTI,PERMANEN,KAB. TANGERANG|BALARAJA|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
FAHRI CELL|087880294004|JL.RAYA CISOKA TAMAN ADIYASA RT 11/04,PERMANEN,|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
CSK-MOES CELL|087880293997|JL.RAYA CISOKA TAMAN ADIYASA KEL.SELAPAJANG,PERMANEN ,|CISOKA|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-SANTY CELL|087880293965|JL.RAYA SERANG RT 15/03,PERMANEN,TANGERANG|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-JAHRA CELL|087880293962|JL.RAYA SERANG RT 12/03,NA,kab. tangerang|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-FAUZAN CELL|087880291727|JL.RAYA SERANG BAKUNG RT 11/03,,TANGERANG|BALARAJA|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
CSK-NDUT PONSEL CELL|087880291717|JL.RAYA SERANG KM.24 KEL.TALAGA SARI,PERMANENT,TANGERANG|BALARAJA|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
AAN.CELL|087880173798|JL.RAYA MAUK KP.PAGADANGAN HILIR KEL.KRONJO,PERMANEN,TANGERANG|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-DAN 2 CELL|087878929198|JL. DANGDEUAR RT 01/03 SUKAMURNI ,PERMANEN,kab. tangerang|BALARAJA|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
FAHRI 2 CELL|087878929196|JL.RAYA CISOKA TAMAN ADIYASA BUKIT GADING NO.9 BLOK G2,PERMANEN,TANGERANG|BALARAJA|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
RIZKY CELL|087878305404|,,|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
HAD CELL|087785473756|CISOKA,,TANGERANG|CISOKA|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
DECO CELL|087785473663|kp ketos,,TANGERANG|BALARAJA|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
AMD CELL|087785471036|KP CIPICUNG KEC CISAUK,,TANGERANG|CISOKA|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
ALVI CELL|087785471017|KP CIBOGO KEC CISAUK,,TANGERANG|BALARAJA|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
RC CELL|087785471009|kp ketos,,TANGERANG|BALARAJA|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-DEVI CELL|087771586335|JL. RAYA SERANG KP. SUMUR BANDUNG RT 05/01 KEC. JAYANTI ,PERMANENT,TANGERANG|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
AMEL.CELL|087771586334|KP. BENDUNG SUMUR BANDUNG JAYANTI RT 10/04,PERMANENT ,kab. tangerang|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-DILLAH CELL|087771586278|KP. SUMUR MUNCANG RT 06/02 DS. PASIR MUNCANG KEC. JAYANTI ,PERMANEN,kab. tangerang|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-RANI CELL|087771583324|KP. BENDUNG RT 10/004 KEC. JAYANTI,PERMANENT,TANGERANG|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-NAFISA CELL|087771583314|KP. SEMPUR RT 05/03,PERMAENNT,kab. tangerang|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-MEGAH CELL|087771561631|KP. CIAPUS RT 01/01 CANGKUDU,PERMANEN,kab. tangerang|BALARAJA|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
AL FATAH.CELL|087771561302|KP..JAYANTI  RT.03/02,PERMANEN ,kab. tangerang|BALARAJA|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-ERNA 1 CELL|087771561202|JL. WARUDOYONG GANDASARI ,PERMANEN ,TANGERANG|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-FITRI CELL|087771561058|KP. BENDUNG RT 10/04,PERMANEN,TANGERANG|BALARAJA|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-UMAM CELL|087771465852|KP.CANDELEKAN RT 07/02 DS.CIKANDE,PERMANEN,TANGERANG|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
NOVA.CELL|087771465829|jl. raya serang darelqalam kel.pasir gintung,,tangerang|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-RENO CELL|087771465828|JL.RAYA SERANG DARELQALAM RT 08/02,,TANGERANG|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-TOX CELL|087771465821|JL.RAYA SERANG RT 12/03,,TANGERANG|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-JESICA CELL|087771460414|KP. SUMUR BANDUNG RT 06/01 KEC. JAYANTI,PERMANENT,TANGERANG|BALARAJA|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-AJI 2 CELL|087771250528|JL. RY SERANG RT 01/01 JAYANTI DKT SD DANGDEUR PINGGIR KALI,PERMANEN,TANGERANG|BALARAJA|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
ADITYA 2 CELL|087771250512|JL. RAYA SERANG RT 12/04 KEL. PASIR MUNCANG,PERMANEN,TANGERANG|BALARAJA|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-ADITYA 1 CELL|087771250501|JL.RAYA SERANG RT 01/01 NO.25 KEL.GEMBONG (RMH WALET),PERMANEN,kab. tangerang|BALARAJA|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-AMINI CELL|087771250492|JL.RAYA SERANG DAARELQALAM R 01/03 DS.JAYANTI,PERMANEN,TANGERANG|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-MG CELL|087771250463|JL. RAYA SERANG RT 07/02 KEL.SUMUR BANDUNG,NA,TANGERANG|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-MADIUN CELL|087771250351|JL.RAYA SERANG KM.23 KP.SARADAN RT007 RW02 KEL.SUMUR BANDUNG,PERMANEN,kab. tangerang|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-V3 CELL|087771250313|JL.RAYA SERANG KEL.CIKANDE,NA,kab. tangerang|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-DESY CELL|087771012770|KP. PABUARAN RT 08/02 PASIR GINTUNG JAYANTI ,PERMANENT,kab. tangerang|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-VERRA CELL|085921263591|,,|BALARAJA|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-ARMADA CELL|085921263303|,,|BALARAJA|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
CSK-IRA CELL|085921263226|,,|CISOKA|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-BINTANG JAYA CELL|085921261285|JLN RAYA JAYANTI,,|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
ROY CELL|085921261264|,,|BALARAJA|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-AL JABAR CELL|085921261249|,,|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
52 CELLULER|085921261248|,,|BALARAJA|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-IMAS CELL|085921260357|,,|BALARAJA|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
CSK-BURNOX CELL|085921260356|,,|CISOKA|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
ABDE CELL|085921260349|TANGERANG,,Kab. Tangerang|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-DUNIA PHONE CELL|085921260304|,,|BALARAJA|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-DIAMOND CELL|085921260290|,,|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
ERNA.CELL2|085920072220|,,|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-YUFI CELL|085920072169|,,|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-FAJAR CELL|081908344831|Jl. Raya Serang RT 12/03,PERMANEN,TANGERANG|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
CSK-EROPA CELL|081908344776|KP.TALAGA SARI RT 02/02,PERMANEN,TANGERANG|BALARAJA|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-V CELL|081908344733|JL.RAYA SERANG RT 02/01 JAYANTI,PERMANEN,TANGERANG|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
CSK-ELLA CELL|081908331550|STATION TIGARAKSA BLOK A1 KEL.CILAME,PERMANEN,kab. tangerang|CISOKA|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-JAY CELL|081908330068|JL.RAYA SERANG BAKUNG RT 11/03,PERMANEN,tangerang|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
DAN.CELL|081908249330|KP. GEMBONG PS. PINGGIR X,PERMANEN,TANGERANG|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
CSK-ARIS CELL|081908248287|PERTIGAAN CANGKUDU JL.RAYA CISOKA RT 01/03,,TANGERANG|BALARAJA|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-JENAL CELL|081908246252|JL.RAYA SERANG RT 05/01 JAYANTI,PERMANEN,TANGERANG|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
CSK-AA CELL|081908240336|PERUM BUKIT GADING BALARAJA,PERMANEN,TANGERANG|BALARAJA|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-PHONE CELL|081906399620|KP. SEGIOG JL. RAYA ARYA SANTIKA,PERMANEN,kab. tangerang|BALARAJA|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
BLJ-MODEL CELL|081906399391|JL. RAYA KRESEK KP. TEGAL KALI BARU RT 05/04,PERMANEN ,kab. tangerang|SUKAMULYA|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
ISAH.CELLPOOL|081906399177|KP. KEPUH RT 06/01,PERMANEN ,TANGERANG|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-ZOIN CELL|081906398768|KP. KAMAN RT 13/02 PASIR GINTUNG JAYANTI ,PERMANEN,kab. tangerang|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
SIMA PONSEL|081806613127|kp.bakan randu rt 01 rw 06 ds wargasetrs kec tegalwaru,,TANGERANG|BALARAJA|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
RIFA CELL|081806613126|KP.MAGESIT RT014 RW 05 DS.CARENANG UDIK KEC.KOPO,,TANGERANG|BALARAJA|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
JYT-H.UBAY CELL|081806613125|kp.sempur rt06 rw 04 ds.pasir muncang kec.jayanti,,TANGERANG|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
ANUGERAH CELL|081806216813|Jl. Raya Cisoka Adiyasa Kel. Cibugel,PERMANEN,TANGERANG|CISOKA|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
CSK-YANI CELL|08176040915|KP.CIAPUS RT 04/01 KEL.CANGKUDU,NA,TANGERANG|CISOKA|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
DO'I CELL|08170750578|PERUM PERMATA BALARAJA BLOK A71 NO.14 RT 08/01,PERMANEN,kab. tangerang|JAYANTI|ANGGA AGUSTIAWAN|085966690555|085921261415|cikupa
ANGKASA|08176085168|JL. KP. SUKADIRI RT 01/04 DS.SUKADIRI KEC.SUKADIRI,PERMANEN,kab. tangerang|BALARAJA|ANGKASA||085921261200|cikupa
ANGKASA|08176085153|PERUM. TIGARAKSA KEL.MARGASARI,PERMANEN,kab. tangerang|BALARAJA|ANGKASA||085921261200|cikupa
TOKO BAGUS|087897633413|tangerang,,TANGERANG|PASARKEMIS|RAZMA HARIS MAULANA|085959382939|085921261400|cikupa
